School Name,Longitude,Latitude,year
Keming Primary School,103.75592322797,1.34506349843091,1970-01-01 00:00:00.000001953
St. Gabriel's Secondary School,103.876094163287,1.34648798732177,1970-01-01 00:00:00.000001953
Eunos Primary School,103.904541254016,1.32447629876368,1970-01-01 00:00:00.000001985
Bendemeer Primary School,103.865351336085,1.32220848530291,1970-01-01 00:00:00.000001978
Pasir Ris Primary School,103.962807212116,1.37241870245531,1970-01-01 00:00:00.000001993
Pei Hwa Presbyterian Primary School,103.776106448614,1.33805634613048,1970-01-01 00:00:00.000002000
Northbrooks Secondary School,103.845147332528,1.42081285020652,1970-01-01 00:00:00.000002000
Umar Pulavar Tamil Language Centre,103.858918904969,1.31437012724792,1970-01-01 00:00:00.000001946
Kranji Primary School,103.747362720939,1.39356050497104,1970-01-01 00:00:00.000002017
CHIJ Our Lady of Good Counsel,103.864152052213,1.35799494859112,1970-01-01 00:00:00.000001960
Nanyang Academy of Fine Arts,103.851185941153,1.2994633317348,1970-01-01 00:00:00.000001938
Corporation Primary School,103.707593724342,1.35099779872539,1970-01-01 00:00:00.000001976
Singapore Institute of Management,103.845528855287,1.32809496548031,1970-01-01 00:00:00.000001964
Hollandse School,103.789915565871,1.34574120214715,1970-01-01 00:00:00.000001920
Clementi Primary School,103.763144493687,1.31506321827875,1970-01-01 00:00:00.000002001
Kuo Chuan Presbyterian Primary School,103.855018233311,1.34939813669536,1970-01-01 00:00:00.000002011
Edgefield Secondary School,103.902687385465,1.40059309981824,1970-01-01 00:00:00.000001980
Bedok South Secondary School,103.950989139261,1.32513655159184,1970-01-01 00:00:00.000001980
Meridian Primary School,103.934889078518,1.37552831658484,1970-01-01 00:00:00.000001938
CHIJ St. Joseph's Convent,103.902464991543,1.39175222260369,1970-01-01 00:00:00.000001938
Chua Chu Kang Primary School,103.741832917421,1.37775890093367,1970-01-01 00:00:00.000001959
Serangoon Garden Secondary School,103.869270301476,1.36932570490947,1970-01-01 00:00:00.000001959
Si Ling Primary School,103.786035065192,1.43240935732525,1970-01-01 00:00:00.000001980
Hong Wen School,103.857628468881,1.32175999964553,1970-01-01 00:00:00.000001920
Ministry of Education Language Centre,103.852298509707,1.35350885002149,1970-01-01 00:00:00.000001966
Teck Whye Secondary School,103.751878290333,1.38319029263484,1970-01-01 00:00:00.000001917
Nan Hua High School,103.768561446725,1.30809529518605,1970-01-01 00:00:00.000001886
Anglo-Chinese School (Independent),103.780363417671,1.30370409257783,1970-01-01 00:00:00.000001968
Bukit Merah Secondary School,103.813438929393,1.28569283064288,1970-01-01 00:00:00.000001968
Temasek Polytechnic,103.932354333699,1.34342966240204,1970-01-01 00:00:00.000001990
Zhangde Primary School,103.825951875662,1.28421153335379,1970-01-01 00:00:00.000001942
First Toa Payoh Primary School,103.855529906182,1.34032299499938,1970-01-01 00:00:00.000002002
Yio Chu Kang Primary School,103.885643682171,1.37793264345276,1970-01-01 00:00:00.000001982
Bowen Secondary School,103.877659577677,1.37035994436209,1970-01-01 00:00:00.000001982
Cedar Primary School,103.87562104944,1.3355885014312,1970-01-01 00:00:00.000001987
Xinmin Secondary School,103.88305161385,1.37255884700002,1970-01-01 00:00:00.000001969
National Junior College,103.804110905425,1.33029291072172,1970-01-01 00:00:00.000001969
Raffles Girls' Primary School,103.806442915912,1.3294042600012,1970-01-01 00:00:00.000001844
Sembawang Primary School,103.821042374036,1.4450737155262,1970-01-01 00:00:00.000001999
	Anderson Junior College,103.845760935132,1.37894408046934,1970-01-01 00:00:00.000001984
Anglo-Chinese School (Independent),103.780363417671,1.30370409257783,1970-01-01 00:00:00.000002004
	Anglo-Chinese Junior College,103.785358436408,1.30304255193392,1970-01-01 00:00:00.000001977
Catholic Junior College,103.835028842353,1.32455605783219,1970-01-01 00:00:00.000001975
Dunman High School,103.88294155989,1.29996216014962,1970-01-01 00:00:00.000002005
Innova Junior College,103.83003171149,1.42426692572335,1970-01-01 00:00:00.000002005
Jurong Junior College,103.75437461519,1.38437406410733,1970-01-01 00:00:00.000001981
	Meridian Junior College,103.936990723441,1.37633346909682,1970-01-01 00:00:00.000002003
Millennia Institute,103.741593577684,1.35031939200985,1970-01-01 00:00:00.000002004
Nanyang Junior College,103.866498721912,1.35028314949236,1970-01-01 00:00:00.000001978
NUS High School of Mathematics and Science,103.769365156929,1.30656448055686,1970-01-01 00:00:00.000002005
Pioneer Junior College,103.75437461519,1.38437406410733,1970-01-01 00:00:00.000001999
River Valley High School,103.709022156436,1.34407801149725,1970-01-01 00:00:00.000001956
Serangoon Junior College,103.845760935132,1.37894408046934,1970-01-01 00:00:00.000001988
Saint Andrew's Junior College,103.863576377056,1.33306515740956,1970-01-01 00:00:00.000001978
Tampines Junior College,103.936990723441,1.37633346909682,1970-01-01 00:00:00.000001986
Temasek Junior College,103.935567309385,1.31849283027837,1970-01-01 00:00:00.000001977
Yishun Junior College,103.83003171149,1.42426692572335,1970-01-01 00:00:00.000001986
